# time expDrag(X Y Z) totDrag(X Y Z)
0.1023 -2.62693630237874e-05 4.7827864985568e-05 0.0110805869547459 -4.51128006754043e-05 9.9553374848282e-05 0.0180630496553567
0.1024 -2.62693630237874e-05 4.7827864985568e-05 0.0110805869547459 -4.39937219091281e-05 0.000102602303820752 0.0180431594590657
0.1025 -2.62693630237874e-05 4.7827864985568e-05 0.0110805869547459 -4.35965195219883e-05 0.000104667781068973 0.0180342509694541
0.1026 1.13099101477212e-05 5.1285354076892e-05 0.0102317052964836 1.61613812737331e-06 9.52778307007404e-05 0.0171754386980471
0.1027 1.13099101477212e-05 5.1285354076892e-05 0.0102317052964836 1.34605209784539e-06 9.69703354461344e-05 0.017200623213215
0.1028 1.13099101477212e-05 5.1285354076892e-05 0.0102317052964836 6.36121579924689e-07 9.85632412145502e-05 0.0172340413446211
0.1029 1.13099101477212e-05 5.1285354076892e-05 0.0102317052964836 7.21199970737623e-08 9.97462133582093e-05 0.0172724435460186
0.103 1.13099101477212e-05 5.1285354076892e-05 0.0102317052964836 -9.38943363917128e-08 0.000100063643935303 0.017314605680055
0.1031 5.77008862374045e-05 4.2547325408361e-05 0.0101808266630511 7.58287688374885e-05 6.38923359466094e-05 0.0174105277319296
0.1032 5.77008862374045e-05 4.2547325408361e-05 0.0101808266630511 7.45914498649051e-05 6.41266748706811e-05 0.0174578328899984
0.1033 5.77008862374045e-05 4.2547325408361e-05 0.0101808266630511 7.34689481298111e-05 6.32181004868743e-05 0.0175097334078411
0.1034 5.77008862374045e-05 4.2547325408361e-05 0.0101808266630511 7.2218104650379e-05 6.22914112093877e-05 0.0175649507496167
0.1035 5.77008862374045e-05 4.2547325408361e-05 0.0101808266630511 7.08398280199685e-05 6.0898432931672e-05 0.0176225618191979
0.1036 4.38104655975698e-05 5.74553218102218e-05 0.0105098350971397 4.52137070311048e-05 7.91784450459205e-05 0.0180593568490358
0.1037 4.38104655975698e-05 5.74553218102218e-05 0.0105098350971397 4.35307093217258e-05 7.66295936661441e-05 0.0181165036315528
0.1038 4.38104655975698e-05 5.74553218102218e-05 0.0105098350971397 4.1527079828461e-05 7.3787994894665e-05 0.0181768734304082
0.1039 4.38104655975698e-05 5.74553218102218e-05 0.0105098350971397 3.94709392935576e-05 7.0412828082931e-05 0.0182408610695825
0.104 4.38104655975698e-05 5.74553218102218e-05 0.0105098350971397 3.74465340362558e-05 6.72166238721971e-05 0.0183091712854739
0.1041 2.11712622073974e-05 6.34096915382526e-05 0.0111080853094441 8.61741247399264e-06 7.34506146782861e-05 0.0191729200197734
0.1042 2.11712622073974e-05 6.34096915382526e-05 0.0111080853094441 6.50528889061086e-06 7.02499169521098e-05 0.0192362202828639
0.1043 2.11712622073974e-05 6.34096915382526e-05 0.0111080853094441 4.07160789962411e-06 6.70633100925316e-05 0.0193041944588674
0.1044 2.11712622073974e-05 6.34096915382526e-05 0.0111080853094441 1.35571651832731e-06 6.39287018023252e-05 0.0193765296925682
0.1045 2.11712622073974e-05 6.34096915382526e-05 0.0111080853094441 -1.385182561901e-06 6.11247778920295e-05 0.0194536106470955
0.1046 6.61180060822406e-06 4.73243353444307e-05 0.0119315481940874 -1.79175448711711e-05 4.44501167760899e-05 0.0206601843072099
0.1047 6.61180060822406e-06 4.73243353444307e-05 0.0119315481940874 -2.06024603173062e-05 4.05085977566959e-05 0.0207256821831318
0.1048 6.61180060822406e-06 4.73243353444307e-05 0.0119315481940874 -2.3188930759496e-05 3.60014307317424e-05 0.0207950648615778
0.1049 6.61180060822406e-06 4.73243353444307e-05 0.0119315481940874 -2.57501574941232e-05 3.17176157682451e-05 0.0208674964992953
0.105 6.61180060822406e-06 4.73243353444307e-05 0.0119315481940874 -2.82706611527004e-05 2.77169034683774e-05 0.0209424419606757
0.1051 6.13510357835566e-06 4.36569696866032e-05 0.0128229186527066 -2.36585764202121e-05 3.40841845745864e-05 0.0222155948187177
0.1052 6.13510357835566e-06 4.36569696866032e-05 0.0128229186527066 -2.63640869638587e-05 2.98441075999783e-05 0.0222780388326671
0.1053 6.13510357835566e-06 4.36569696866032e-05 0.0128229186527066 -2.92287635794445e-05 2.58940556099003e-05 0.0223440858836868
0.1054 6.13510357835566e-06 4.36569696866032e-05 0.0128229186527066 -3.23398447587999e-05 2.23682072172097e-05 0.0224115265598845
0.1055 6.13510357835566e-06 4.36569696866032e-05 0.0128229186527066 -3.4930068126482e-05 1.9563023555643e-05 0.0224804032191933
0.1056 -1.16571750967157e-05 4.76598691738763e-05 0.0136200910245363 -5.28928788726981e-05 4.2116634264372e-05 0.0235808837223564
0.1057 -1.16571750967157e-05 4.76598691738763e-05 0.0136200910245363 -5.27809593462119e-05 4.07821432317147e-05 0.0236362858130547
0.1058 -1.16571750967157e-05 4.76598691738763e-05 0.0136200910245363 -5.18060924912028e-05 3.95099580811497e-05 0.0236935739131657
0.1059 -1.16571750967157e-05 4.76598691738763e-05 0.0136200910245363 -4.97369832257995e-05 3.82202568021588e-05 0.0237530472843824
0.106 -1.16571750967157e-05 4.76598691738763e-05 0.0136200910245363 -4.70705123854078e-05 3.63344555696606e-05 0.0238130144125081
0.1061 -4.67580736976159e-05 5.82664326014398e-05 0.0143524681669386 -9.03682746089155e-05 6.76904430064646e-05 0.0248029608646268
0.1062 -4.67580736976159e-05 5.82664326014398e-05 0.0143524681669386 -8.89448548427057e-05 6.25776437686825e-05 0.0248462364237367
0.1063 -4.67580736976159e-05 5.82664326014398e-05 0.0143524681669386 -8.74682787246719e-05 5.7364988801694e-05 0.0248908844255602
0.1064 -4.67580736976159e-05 5.82664326014398e-05 0.0143524681669386 -8.54048006804261e-05 5.28986667475841e-05 0.0249356507240675
0.1065 -4.67580736976159e-05 5.82664326014398e-05 0.0143524681669386 -8.2771676622603e-05 4.90547710011557e-05 0.0249795394091399
0.1066 -6.80085131547017e-05 6.13153232845256e-05 0.0149874171039593 -0.000118309439780723 5.99912044580145e-05 0.0258156259570667
0.1067 -6.80085131547017e-05 6.13153232845256e-05 0.0149874171039593 -0.000115281633550888 5.74584035147093e-05 0.0258429322863222
0.1068 -6.80085131547017e-05 6.13153232845256e-05 0.0149874171039593 -0.000112905412200081 5.51716234764455e-05 0.0258700340371678
0.1069 -6.80085131547017e-05 6.13153232845256e-05 0.0149874171039593 -0.000110970882027703 5.3613746839878e-05 0.0258966507045655
0.107 -6.80085131547017e-05 6.13153232845256e-05 0.0149874171039593 -0.000109568269241734 5.27874710746071e-05 0.0259224125990958
0.1071 -5.3208482964276e-05 6.64410078389547e-05 0.0155778366233349 -9.56286376311548e-05 8.02550965872639e-05 0.026730909816392
0.1072 -5.3208482964276e-05 6.64410078389547e-05 0.0155778366233349 -9.63529067342655e-05 7.94490074945821e-05 0.0267428914019266
0.1073 -5.3208482964276e-05 6.64410078389547e-05 0.0155778366233349 -9.81465483247683e-05 7.8839173140324e-05 0.0267554736847937
0.1074 -5.3208482964276e-05 6.64410078389547e-05 0.0155778366233349 -0.000100671403068974 7.8496975227035e-05 0.0267672425395763
0.1075 -5.3208482964276e-05 6.64410078389547e-05 0.0155778366233349 -0.000103075377911243 7.848218989599e-05 0.0267777700740936
0.1076 -4.48689636295534e-05 7.55497716090232e-05 0.0161257133985738 -0.000103210752937537 0.00010234927531629 0.0275717989376394
0.1077 -4.48689636295534e-05 7.55497716090232e-05 0.0161257133985738 -0.000103708859692218 0.000101989500405372 0.0275676748023233
0.1078 -4.48689636295534e-05 7.55497716090232e-05 0.0161257133985738 -0.000102896248982188 0.000101871796112391 0.0275645465055631
0.1079 -4.48689636295534e-05 7.55497716090232e-05 0.0161257133985738 -0.000101645020882034 0.000101960537704833 0.0275620238525626
0.108 -4.48689636295534e-05 7.55497716090232e-05 0.0161257133985738 -0.000100444841595828 0.000102733862110387 0.0275595554127729
0.1081 -5.78356263285977e-05 5.95868293907567e-05 0.0166523427189775 -0.000115003952476902 7.94915965610741e-05 0.028384951432564
0.1082 -5.78356263285977e-05 5.95868293907567e-05 0.0166523427189775 -0.000114761499321267 8.26167110469599e-05 0.0283681003340718
0.1083 -5.78356263285977e-05 5.95868293907567e-05 0.0166523427189775 -0.000115065807292088 8.67022502460683e-05 0.0283521764189526
0.1084 -5.78356263285977e-05 5.95868293907567e-05 0.0166523427189775 -0.000115722252387155 9.13826169367991e-05 0.0283373699896766
0.1085 -5.78356263285977e-05 5.95868293907567e-05 0.0166523427189775 -0.000116731751517039 9.61796995301852e-05 0.0283237584949449
0.1086 -5.07373198197425e-05 4.82111481261892e-05 0.0170855668133204 -0.000107837220587167 8.12364466223278e-05 0.0290500213985201
0.1087 -5.07373198197425e-05 4.82111481261892e-05 0.0170855668133204 -0.000109623118671563 8.64301331290326e-05 0.0290268283488131
0.1088 -5.07373198197425e-05 4.82111481261892e-05 0.0170855668133204 -0.00011145859257726 9.16641703312497e-05 0.0290064910161547
0.1089 -5.07373198197425e-05 4.82111481261892e-05 0.0170855668133204 -0.000112793270279097 9.71482588386632e-05 0.0289880866608858
0.109 -5.07373198197425e-05 4.82111481261892e-05 0.0170855668133204 -0.000113441477013832 0.00010294226754859 0.0289711515261817
0.1091 -6.20604714710432e-05 6.55152242381711e-05 0.017458047435518 -0.000131303069145422 0.000117020085224394 0.0296558949856654
0.1092 -6.20604714710432e-05 6.55152242381711e-05 0.017458047435518 -0.000129939765799718 0.000122398426817613 0.0296297477794026
0.1093 -6.20604714710432e-05 6.55152242381711e-05 0.017458047435518 -0.000127853136440717 0.000127828069116607 0.0296059141424048
0.1094 -6.20604714710432e-05 6.55152242381711e-05 0.017458047435518 -0.00012496685657741 0.000132508448562551 0.0295861334693885
0.1095 -6.20604714710432e-05 6.55152242381711e-05 0.017458047435518 -0.0001222847558756 0.000136742523553681 0.0295685536705756
0.1096 -5.84640532985258e-05 8.1989619922603e-05 0.0178405845394539 -0.000109079290027449 0.000141115613594289 0.0302958772122927
0.1097 -5.84640532985258e-05 8.1989619922603e-05 0.0178405845394539 -0.000106179245531362 0.000146119158789319 0.0302709592113853
0.1098 -5.84640532985258e-05 8.1989619922603e-05 0.0178405845394539 -0.000104020618282426 0.000151118633520804 0.0302483561161781
0.1099 -5.84640532985258e-05 8.1989619922603e-05 0.0178405845394539 -0.000102482124593234 0.000155834947857136 0.0302284244884556
0.11 -5.84640532985258e-05 8.1989619922603e-05 0.0178405845394539 -0.000100432481340959 0.000160017186428353 0.0302122933399785
0.1101 -4.90011461658645e-05 0.000103990340365359 0.0182136485163642 -9.01355698787954e-05 0.000174037327539472 0.0309316922502213
0.1102 -4.90011461658645e-05 0.000103990340365359 0.0182136485163642 -8.68413433524269e-05 0.000177423769542257 0.0309066839656411
0.1103 -4.90011461658645e-05 0.000103990340365359 0.0182136485163642 -8.4325735041474e-05 0.000179828327121289 0.0308828549147394
0.1104 -4.90011461658645e-05 0.000103990340365359 0.0182136485163642 -8.26791284069295e-05 0.000181156713779639 0.0308605982069415
0.1105 -4.90011461658645e-05 0.000103990340365359 0.0182136485163642 -8.20763008966286e-05 0.000181703981407052 0.0308400300270779
0.1106 -4.42899582802126e-05 9.44221834781089e-05 0.018452990791874 -9.1541751344281e-05 0.000145029820038778 0.0313332521789939
0.1107 -4.42899582802126e-05 9.44221834781089e-05 0.018452990791874 -9.17148254565539e-05 0.000146142651221458 0.0313082829552723
0.1108 -4.42899582802126e-05 9.44221834781089e-05 0.018452990791874 -9.16914275892505e-05 0.000147624804335282 0.0312858911128551
0.1109 -4.42899582802126e-05 9.44221834781089e-05 0.018452990791874 -9.15029705815698e-05 0.000149248040540416 0.0312664887495405
0.111 -4.42899582802126e-05 9.44221834781089e-05 0.018452990791874 -9.14598789428224e-05 0.000150900035273939 0.0312499989355291
0.1111 -3.97534230201161e-05 9.63690515967182e-05 0.018487513680273 -9.66735125248955e-05 0.000147985855393634 0.0314168861764781
0.1112 -3.97534230201161e-05 9.63690515967182e-05 0.018487513680273 -9.68554339352512e-05 0.000149222821198569 0.0314020119088336
0.1113 -3.97534230201161e-05 9.63690515967182e-05 0.018487513680273 -9.72712998319377e-05 0.000149740239594528 0.0313891980426248
0.1114 -3.97534230201161e-05 9.63690515967182e-05 0.018487513680273 -9.78165976971295e-05 0.000149340340862227 0.0313782710630614
0.1115 -3.97534230201161e-05 9.63690515967182e-05 0.018487513680273 -9.85319401802898e-05 0.000148235409823589 0.031369344882586
0.1116 -4.04565038413933e-05 0.000151137726217744 0.018831273674233 -0.000103801398640141 0.000229973269849832 0.0320655301712683
0.1117 -4.04565038413933e-05 0.000151137726217744 0.018831273674233 -0.000104722629820304 0.000226905111876677 0.0320496401027627
0.1118 -4.04565038413933e-05 0.000151137726217744 0.018831273674233 -0.000105728832487641 0.000223688729938036 0.0320373231567578
0.1119 -4.04565038413933e-05 0.000151137726217744 0.018831273674233 -0.000106813362482023 0.000220637557844284 0.0320288396864593
0.112 -4.04565038413933e-05 0.000151137726217744 0.018831273674233 -0.000108196241810856 0.0002174764242415 0.0320229794328713
0.1121 -1.93071297063925e-05 0.00019484902769056 0.0189885464801076 -7.49232976667722e-05 0.000290946620295371 0.0323794695420305
0.1122 -1.93071297063925e-05 0.00019484902769056 0.0189885464801076 -7.79194655925729e-05 0.000287165877276168 0.0323739731929375
0.1123 -1.93071297063925e-05 0.00019484902769056 0.0189885464801076 -8.13179280506736e-05 0.0002840564560546 0.0323721067853493
0.1124 -1.93071297063925e-05 0.00019484902769056 0.0189885464801076 -8.44925785013598e-05 0.000281407223350691 0.0323737085476965
0.1125 -1.93071297063925e-05 0.00019484902769056 0.0189885464801076 -8.75213909136889e-05 0.000278925307979038 0.0323782661714168
0.1126 1.08311531312452e-06 9.17089897937556e-05 0.0190090137639748 -5.76402017041624e-05 0.000122828574818075 0.0324832342623364
0.1127 1.08311531312452e-06 9.17089897937556e-05 0.0190090137639748 -6.08568671611154e-05 0.000122580887999454 0.0324916225135605
0.1128 1.08311531312452e-06 9.17089897937556e-05 0.0190090137639748 -6.35326136936076e-05 0.000121638309570431 0.0325024511812809
0.1129 1.08311531312452e-06 9.17089897937556e-05 0.0190090137639748 -6.57033182985769e-05 0.000120100058932554 0.0325150949504567
0.113 1.08311531312452e-06 9.17089897937556e-05 0.0190090137639748 -6.75934961436576e-05 0.000117923333294546 0.0325294741731993
0.1131 1.19504409813109e-06 6.70682641990596e-05 0.0195304793341971 -5.59349897910137e-05 8.4094074814615e-05 0.0334032054194677
0.1132 1.19504409813109e-06 6.70682641990596e-05 0.0195304793341971 -5.76231824586779e-05 8.18012043633833e-05 0.033406677837633
0.1133 1.19504409813109e-06 6.70682641990596e-05 0.0195304793341971 -5.78352249124682e-05 7.98637810814298e-05 0.0334135561535671
0.1134 1.19504409813109e-06 6.70682641990596e-05 0.0195304793341971 -5.84874314504872e-05 7.77315868677112e-05 0.0334226548449988
0.1135 1.19504409813109e-06 6.70682641990596e-05 0.0195304793341971 -5.94644886421602e-05 7.5284551634719e-05 0.0334331783372355
0.1136 -1.90917038878007e-05 9.65654715603707e-05 0.0203433575495384 -7.01898107686611e-05 0.000121636483978329 0.0347543981904297
0.1137 -1.90917038878007e-05 9.65654715603707e-05 0.0203433575495384 -7.04933036295188e-05 0.00011916727082815 0.0347455874935377
0.1138 -1.90917038878007e-05 9.65654715603707e-05 0.0203433575495384 -7.03882881762041e-05 0.000117106198064534 0.0347396772248199
0.1139 -1.90917038878007e-05 9.65654715603707e-05 0.0203433575495384 -7.0061006944068e-05 0.000115117943800833 0.0347362219031996
0.114 -1.90917038878007e-05 9.65654715603707e-05 0.0203433575495384 -6.9594469817422e-05 0.000113363155059022 0.0347352011338003
0.1141 -2.32894071572346e-05 7.86755784366232e-05 0.0206808366544614 -6.71027651115602e-05 9.94484079800798e-05 0.035288368307607
0.1142 -2.32894071572346e-05 7.86755784366232e-05 0.0206808366544614 -6.67841859583048e-05 9.77721825299818e-05 0.0352842907762635
0.1143 -2.32894071572346e-05 7.86755784366232e-05 0.0206808366544614 -6.64820815568881e-05 9.64675974001677e-05 0.0352837176704281
0.1144 -2.32894071572346e-05 7.86755784366232e-05 0.0206808366544614 -6.58883231348446e-05 9.58754122273934e-05 0.0352862763138782
0.1145 -2.32894071572346e-05 7.86755784366232e-05 0.0206808366544614 -6.54915116167158e-05 9.56375468867189e-05 0.0352917746829481
0.1146 1.7932796398262e-06 -8.0414269391056e-05 0.0208336832025602 -7.61247013020016e-05 -0.000126978692908413 0.0356075417249116
0.1147 1.7932796398262e-06 -8.0414269391056e-05 0.0208336832025602 -7.60569111803581e-05 -0.000124523417839946 0.0356155700477971
0.1148 1.7932796398262e-06 -8.0414269391056e-05 0.0208336832025602 -7.57544759766134e-05 -0.00012260021262947 0.0356264598695982
0.1149 1.7932796398262e-06 -8.0414269391056e-05 0.0208336832025602 -7.47353842696248e-05 -0.000121055401781091 0.035639417232428
0.115 1.7932796398262e-06 -8.0414269391056e-05 0.0208336832025602 -7.33378217030398e-05 -0.00011988479620959 0.0356538944684742
0.1151 -3.55401469161735e-05 2.80342007876822e-05 0.0215053691175594 -9.72093178554255e-05 3.40373009149906e-05 0.036882637545909
0.1152 -3.55401469161735e-05 2.80342007876822e-05 0.0215053691175594 -9.60909214207432e-05 3.34690852317828e-05 0.03687878644902
0.1153 -3.55401469161735e-05 2.80342007876822e-05 0.0215053691175594 -9.52548306167242e-05 3.32507091792335e-05 0.0368767848233459
0.1154 -3.55401469161735e-05 2.80342007876822e-05 0.0215053691175594 -9.41323692988221e-05 3.22440811760135e-05 0.0368757481809102
0.1155 -3.55401469161735e-05 2.80342007876822e-05 0.0215053691175594 -9.27027651299313e-05 3.02300905115412e-05 0.0368757201818738
0.1156 -5.13514503029616e-05 0.000158919887203524 0.0223078322500395 -0.00010368062556305 0.000225509421214781 0.0380948820420191
0.1157 -5.13514503029616e-05 0.000158919887203524 0.0223078322500395 -0.000101354600313359 0.000219447870533027 0.0380776969770018
0.1158 -5.13514503029616e-05 0.000158919887203524 0.0223078322500395 -9.92639070055127e-05 0.000213499846863859 0.0380634651571908
0.1159 -5.13514503029616e-05 0.000158919887203524 0.0223078322500395 -9.7617118578722e-05 0.000207861080174165 0.0380523944250188
0.116 -5.13514503029616e-05 0.000158919887203524 0.0223078322500395 -9.64919466000686e-05 0.000202659387634394 0.038044540030859
0.1161 -1.92749074461849e-05 0.000195247260199412 0.0226633508731494 -5.69269830207437e-05 0.00027034522994001 0.0386699514105574
0.1162 -1.92749074461849e-05 0.000195247260199412 0.0226633508731494 -5.69244877181973e-05 0.000265406172518518 0.0386599820507618
0.1163 -1.92749074461849e-05 0.000195247260199412 0.0226633508731494 -5.71431427186427e-05 0.000260844452476381 0.0386547249672132
0.1164 -1.92749074461849e-05 0.000195247260199412 0.0226633508731494 -5.75132734928914e-05 0.000256614057150889 0.0386533298772818
0.1165 -1.92749074461849e-05 0.000195247260199412 0.0226633508731494 -5.82171411470987e-05 0.000252681376614848 0.038655213330176
0.1166 2.31337450390167e-05 0.00010224508334729 0.0229622334223891 -6.30000316415458e-07 0.000127674890754061 0.0392314827980512
0.1167 2.31337450390167e-05 0.00010224508334729 0.0229622334223891 -2.73125245485586e-06 0.000126866079998434 0.0392298828134942
0.1168 2.31337450390167e-05 0.00010224508334729 0.0229622334223891 -4.75740521406541e-06 0.000126447477166992 0.0392313459670208
0.1169 2.31337450390167e-05 0.00010224508334729 0.0229622334223891 -6.64132798478806e-06 0.000126214707823966 0.0392356093365214
0.117 2.31337450390167e-05 0.00010224508334729 0.0229622334223891 -8.32663141201329e-06 0.000125982707541104 0.0392425192041607
0.1171 2.47319960987052e-05 0.000184912908897126 0.0233420494805888 -4.64195053061944e-06 0.000273697582942265 0.0399541975275307
0.1172 2.47319960987052e-05 0.000184912908897126 0.0233420494805888 -6.07807591186769e-06 0.000271396310486498 0.039953438193717
0.1173 2.47319960987052e-05 0.000184912908897126 0.0233420494805888 -7.38402111303399e-06 0.000269434990100321 0.0399549412572772
0.1174 2.47319960987052e-05 0.000184912908897126 0.0233420494805888 -8.89699140201435e-06 0.000266262060545835 0.0399580052747329
0.1175 2.47319960987052e-05 0.000184912908897126 0.0233420494805888 -1.20788607184457e-05 0.000263227774879238 0.0399626946639
0.1176 -4.60945952370539e-06 0.000157330823778875 0.0238350245681978 -5.42091254156541e-05 0.00023041175209221 0.0407998116171359
0.1177 -4.60945952370539e-06 0.000157330823778875 0.0238350245681978 -5.4800609728856e-05 0.000230529694214748 0.0407980959262136
0.1178 -4.60945952370539e-06 0.000157330823778875 0.0238350245681978 -5.50022627658158e-05 0.000231228638871833 0.0407991188919003
0.1179 -4.60945952370539e-06 0.000157330823778875 0.0238350245681978 -5.57776959750964e-05 0.000231764298380117 0.0408021879757307
0.118 -4.60945952370539e-06 0.000157330823778875 0.0238350245681978 -5.68980208377832e-05 0.000232014544268294 0.0408068928017503
0.1181 2.38970377716665e-05 0.000118004275569685 0.024132918089617 -4.21267998303585e-06 0.000179611024982757 0.0412901868450335
0.1182 2.38970377716665e-05 0.000118004275569685 0.024132918089617 -5.93368514810176e-06 0.000180341751075957 0.0412907131973316
0.1183 2.38970377716665e-05 0.000118004275569685 0.024132918089617 -7.10276374152316e-06 0.000181038414290557 0.0412949733891428
0.1184 2.38970377716665e-05 0.000118004275569685 0.024132918089617 -8.20302317832653e-06 0.000181530882716855 0.0413018351174478
0.1185 2.38970377716665e-05 0.000118004275569685 0.024132918089617 -9.14589207307853e-06 0.000181794777707987 0.0413107850777025
0.1186 7.98397651553399e-05 0.000121622078843304 0.0243031806100048 8.66563719056896e-05 0.000194186717127757 0.041628548328925
0.1187 7.98397651553399e-05 0.000121622078843304 0.0243031806100048 8.38185044819024e-05 0.00019381165567201 0.0416361998310294
0.1188 7.98397651553399e-05 0.000121622078843304 0.0243031806100048 8.10706644864687e-05 0.000193398466609655 0.0416457463662161
0.1189 7.98397651553399e-05 0.000121622078843304 0.0243031806100048 7.8430092294733e-05 0.000193359430453642 0.0416572632522983
0.119 7.98397651553399e-05 0.000121622078843304 0.0243031806100048 7.61546273128209e-05 0.000193542382760945 0.0416709671106965
0.1191 1.20031147735736e-05 5.71112209809498e-05 0.024853781447243 -2.18449004533944e-05 8.18852272908066e-05 0.0425942303364135
0.1192 1.20031147735736e-05 5.71112209809498e-05 0.024853781447243 -2.23241789786934e-05 8.43093486478436e-05 0.0425954244806771
0.1193 1.20031147735736e-05 5.71112209809498e-05 0.024853781447243 -2.25445256513599e-05 8.72429095784894e-05 0.0425981101790799
0.1194 1.20031147735736e-05 5.71112209809498e-05 0.024853781447243 -2.25795744481011e-05 9.05888942914032e-05 0.0426020135529241
0.1195 1.20031147735736e-05 5.71112209809498e-05 0.024853781447243 -2.24805062627799e-05 9.4236836368849e-05 0.0426075006377185
0.1196 -3.31266371304454e-05 7.28022396339449e-05 0.0254224628472092 -8.5626887210056e-05 0.000119919288321401 0.0435086894212075
0.1197 -3.31266371304454e-05 7.28022396339449e-05 0.0254224628472092 -8.41071575512217e-05 0.000123356641574179 0.0435023559896628
0.1198 -3.31266371304454e-05 7.28022396339449e-05 0.0254224628472092 -8.23439393441264e-05 0.000126090894245412 0.0434984851718968
0.1199 -3.31266371304454e-05 7.28022396339449e-05 0.0254224628472092 -8.06313666699843e-05 0.00012846564454337 0.0434962368517586
0.12 -3.31266371304454e-05 7.28022396339449e-05 0.0254224628472092 -7.8976815119193e-05 0.000130835307538196 0.0434952354234227
0.1201 4.3020342600065e-05 8.75220149695787e-05 0.0258309344470891 4.49956125240847e-05 0.000145427381698812 0.0441820418300611
0.1202 4.3020342600065e-05 8.75220149695787e-05 0.0258309344470891 4.47210805350222e-05 0.000147645011188975 0.0441739011175721
0.1203 4.3020342600065e-05 8.75220149695787e-05 0.0258309344470891 4.44312308217746e-05 0.00014941096061515 0.0441676952650162
0.1204 4.3020342600065e-05 8.75220149695787e-05 0.0258309344470891 4.44161506300206e-05 0.000150824497452021 0.0441636780285862
0.1205 4.3020342600065e-05 8.75220149695787e-05 0.0258309344470891 4.45882821237556e-05 0.000152020849817796 0.0441622400690536
0.1206 8.5848197112072e-05 8.69441460751949e-05 0.0261284656246834 0.000109434848846477 0.000134442676230283 0.04470212639593
0.1207 8.5848197112072e-05 8.69441460751949e-05 0.0261284656246834 0.000108749604588188 0.000136125682072823 0.0446965286779412
0.1208 8.5848197112072e-05 8.69441460751949e-05 0.0261284656246834 0.00010826135391881 0.000137943617121123 0.0446934673384588
0.1209 8.5848197112072e-05 8.69441460751949e-05 0.0261284656246834 0.000107988201531139 0.000139488624643267 0.0446927125650137
0.121 8.5848197112072e-05 8.69441460751949e-05 0.0261284656246834 0.000107803568105557 0.000140594762657854 0.0446942258981072
0.1211 -2.25885348550888e-05 6.9444240933463e-05 0.0264006885889636 -6.89960448731612e-05 0.000104047710915208 0.045184816507231
0.1212 -2.25885348550888e-05 6.9444240933463e-05 0.0264006885889636 -6.63913549049105e-05 0.000104993792809122 0.0451827335322437
0.1213 -2.25885348550888e-05 6.9444240933463e-05 0.0264006885889636 -6.42072766049625e-05 0.000105602107915673 0.0451830999732634
0.1214 -2.25885348550888e-05 6.9444240933463e-05 0.0264006885889636 -6.23917162831439e-05 0.000106032342921743 0.0451859166428488
